id,author,updated_time,device,spent,stars,contents,ups,downs
21126025,深森,1618410777,,0,1,很迷惑，喷匹配机制还被删评，匹配机制不是众所周知的问题么 干啥啥不行抄袭第一名 缝合怪游戏呵呵,5,1
24235440,夔牛,1618410575,华为荣耀V9,0,1,不能把占用空间弄小点吗？,0,0
24235426,也需要背负责任,1618410537,红米Note 4X,798,3,有点儿难受。,0,0
24235326,二十六,1618410163,红米K20 Pro,0,2,王者气完吃鸡气 反正一天到晚都被这两个气,1,0
24235161,(つ)つ,1618409605,荣耀 Play3,0,3,少了那年夏天的激情 也少了那年夏天的许多人,0,0
24234810,啥呀？,1618408516,华为TNNH-AN00,0,5,这游戏还挺好玩,0,0
24234792,刘哪吒,1618408477,小米Mi 10,0,4,老玩家了，无聊时候的消遣，和儿子们一起开黑，针不戳。,0,0
24212194,沽酒自酌,1618408395,小米MI 9,120001,2,匹配机制坏了吗？我一个荣耀都没上过的菜逼，怎么整天匹配那些8000战力，9000战力的玩意？一看队友，最高英雄战力就没有6000以上的？这怎么打？这赛季开始以来，就没怎么轻松过，真就是越来越难受了，弃游人数越来越多，就真的不怕自己凉了？&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;&mdash;已卸载，劳碌一天，一颗星没上，净是匹配人机队友，咱不受这个罪，好好的休息时间，何必呢，出去逛个街，看个电影，不比拿着手机生气强？,12,4
24234494,林软,1618407525,华为荣耀8X,1375,1,什么垃圾游戏？那匹配的队友一个比一个奇葩，好像有大病。什么玩意打个排位能给你气死，体验感极差，还他妈没事460，进个破游戏进半天，真他妈晦气，退游，晦气死了,2,1
14287060,幻夜,1618405170,Vivo iQOO,64065,1,【游戏体验还可以吧？！】【咸鱼路过】【新赛季开始咯准备撤退咯这是多少赛季来着？】【原来是23赛季。】【匹配机制真的有毒，懂得都懂！】【给个低评价意思意思一下】【终于时长记录上1000+小时咯！任务完成撤退】【2021/04/08】【第一次留言】,1,0
24233649,无敌的我,1618405017,Realme X7 Pro,7618,5,每天来几把还是不错的,0,0
24233423,亚洲铜,1618404473,华为Mate 10 Pro,120001,2,差点忘了给我亲爱的腾讯打低分了。中国毒瘤头子早日暴毙哦。,1,0
13630243,碧绛雪ivy,1618404271,,0,1,垃圾游戏 害了中国一代人游戏没内涵 英雄人设low老套 台词庸俗到处借梗 英雄联盟几乎句句英雄台词都能成为经典 王者荣耀没有吧 圈内可能还有人说 什么被玩坏了好羞涩哦 不知道那个土味大爷写的 呕 说出去都嫌丢人 游戏价值观肤浅带坏祖国花朵 整天就是强调颜值 台词里面全是长得好看就了不起 几个人气高的英雄基本都是了 没多少自己的东西 没灵魂 游戏不平衡 玩家经常玩某个英雄或者某个职业被看不起嫌弃 这个在其他moba游戏很少的事 游戏本质是内涵和文化决定游戏风气基调的 所以有这么多没素质的玩家也是友来由的 评分这么低真实,15,1
24233075,present,1618403438,Vivo V2012A,10684,1,游戏可以，你们去体会吧，我因为这个游戏摔了个手机，1星，花里胡哨,2,0
24233035,九歌,1618403295,,38798,1,匹配机制改改？自己超神队友超鬼，人头拿的没人家送的快，每个人都有坑的时候，我这是不是遇到手感不好的次数太多了？,0,0
24232992,瘾君子,1618403155,华为Honor Note10,28154,1,能说什么呢？这游戏没法玩了。没有那种享受游戏的感觉了。,0,0
24232845,星辰,1618402772,华为Honor 10,13624,1,这游戏真的很气人，自己一个人干翻三路，还是输了，删了算了,1,0
24232571,逗笔统帅\^O^/,1618402017,小米Redmi Note 7 Pro,14951,5,玩了好几年了，对王者的热爱一直没有丝毫的降低，皮肤越来越多钱包越来越薄，但还是感觉优化不是很好，有的时候总感觉技能之间的衔接有点延迟，希望能继续优化越做越好,0,1
24232439,信.,1618401657,Vivo V3Max,0,5,我爱死这款游戏了,1,0
24232268, RayZack,1618401221,OPPO A11中国版,35034,4,这个游戏啊，我玩了三四年了，来说说我的感受吧。人物建模，技能特效都很不错，从刚开始的简画到现在的精美作画，付出了很多吧，没中不足的是，这个游戏的受用玩家都为学生，有时候游戏体验并不是很好，但大多数时间还是玩的很开心的，非常感谢这款游戏，让我的时间不再无聊，谢谢,2,1
24232018,早秃少年,1618400590,,76516,3,越来越拉了,0,0
24232011,User326381377,1618400574,三星Galaxy S20 5G,0,2,王者是一部成功的商业作品，但它却不是一个好的游戏。从S6入坑到现在王者也陪我走过了初中高中，给我带来了许多欢乐。记得初中时一下课就有一群同学聚在一起谈论王者。当时我也是刚刚接触这款游戏，段位不高，只有黄金，王者段位对我来说遥不可及，我也没钱买皮肤，能有个伴生皮用用就已经很满足了。但我依旧很喜欢这个游戏，一有时间就打几局放松放松，即便打的很不好也能乐在其中。记不清从哪个赛季开始，王者更新了匹配机制，限制玩家的连胜或者连败。当时就有很多人对这个机制不满，我也觉得上分确实更加困难了，有时候打一整天也上不了一颗星。心中对这个游戏的热情越来越少，怨念越来越多。S18赛季，我第一次上了王者，我真的十分开心，心中仿佛又重燃起了初玩这款游戏时的热情火焰。当时身边的朋友还没有太多人上过王者，所以我也是十分骄傲。但随后的几个赛季，我是真真切切地感受到了王者排位机制的恶意，只要上一场拿了个MVP、金银牌，或是连胜了几场，那么下一场的队友的水平大概率是远低于对面的，而我又不可能每局都发挥很好，即便发挥很好也不能保证队友不全面崩盘，最后只能无奈输掉游戏。就这样一直赢一场输一场，赢一场输一场，有时连着几天上不了分，心里真的是难受万分，完全体会不到游戏的乐趣。而又有的时候呢，连败了好几场，这时候又感觉队友十分厉害，即便不做什么也能轻松获胜。这接下来几个赛季我虽然也上了王者，却没有之前那么开心了，总感觉自己并不是真正掌控游戏胜利的人，真正决定胜利的只是那毫无意义的匹配机制和机器算法。但真正让我感到对这款游戏绝望的还是从上个赛季开始。上赛季王者改变了英雄操作的底层算法逻辑，有的地方，比如说操作***，确实是灵活多了，但随之而来的确是更多的BUG，比如技能滑动过快系统会自动改变释放方向，有些英雄的技能无法衔接等等，这些致命性的BUG导致我很多次明明可以打出高端操作却定在原地或是技能放错方向，然后就被不了解的队友或对面嘲笑，心里更是气愤无比，好几次差点砸了手机。最近的王者皮肤质量也是越来越低了，价格确是越来越高。猴子和凯的机甲皮肤虽有创新，却一点都没有亮点，无论是手感还是外观都配不上它传说的售价。往年的限定皮肤，我一定是要集齐一套的，但今年的限定皮肤，我只买了牛魔的那个，公孙离的皮肤是原皮改的，一开始甚至原皮的特效都没有扣干净，吕布的皮肤建模跟战令皮如出一辙，诸葛亮的皮肤虽然还行，但我看也只能算史诗品质的皮肤。还有李白的荣耀典藏皮肤，网传特效竟然是台服的史诗皮肤改的，实在是令人大跌眼镜。还有其它的一些皮肤我也懒得说了，实在是越想越气。反观王者之前的很多皮肤，比如冰封战神，至尊宝，紫霞，圣诞狂欢，街头霸王等等等等，这些皮肤虽没有传说，甚至史诗的售价，却得到了玩家们的广泛好评。玩家不是傻子，但官方却正在这么看待玩家。我前前后后在王者也冲了近7000元了，也花费了大量时间在这款游戏上，现在其实挺后悔的，就觉得这么一款游戏确实不值得我这么多的付出。前两天赛季更新后打了最后一局王者，钻二的局（都是上赛季王者继承下来的），一二楼队友秒选法师射手，结果是两个绿宝石，本以为输定了，结果没想到对面竟然更厉害，开局八分钟三个人超鬼，我那局几乎是打的非常差了，整局都像梦游一样，却还能超神加金牌，我感觉实在是一种讽刺。打完那局我就决定退出王者了，或许逢年过节的时候还会下回来陪朋友玩几场，但我想也就仅此而已了，这游戏配不上我对它的热爱。,0,0
23817007,Warden,1618400268,,0,1,你*** 是不是有问题 怎么每次都更新那么大,1,0
24231424,雨千折鸢,1618398967,华为ART-TL00x,2036,3,还行吧比较玩了蛮久,0,0
24231394,...,1618398893,,80964,3,举报机制跟玩一样,0,0
24231254,User321700765,1618398459,小米Redmi K30,99564,2,为什么最近不小心退出一下就重连不进来了，故意搞玩家？根本连不进去,0,0
24230823,User328344949,1618397310,Android,0,5,这个能和正版联机吗,0,0
24230680,木鱼酱,1618396925,Redmi K30 Ultra,0,4,平时休闲玩玩挺好的，不过一局打下来还是挺累的,0,0
24229820,User353432044,1618394721,华为P10 Plus,0,5,"这挺好，像那些有时间限制的人来说，可以在这给王者好友发消息，还可以看自己铭文，战绩，英雄的分，已有英雄,皮肤。",0,0
24229774,阳光大男孩,1618394568,华为 nova 6 5G,0,4,玩这款游戏觉得还可以挺有趣的,0,0
24229581,雲零,1618393952,魅族x8,0,3,排位直接六连跪回到初始的地方啊,0,0
24229555,快乐六一,1618393870,,32159,3,1.当我设置了分路，希望不要进去就两三个和我撞路的。还有就是，自己设置了全能选手全能高手的，进去后就不要抢位置了，又想装逼又想抢位置，想玩哪条路就在想玩里选啥不行吗2.不追求队友c带我飞，只希望不要那么降智好不好。每次连赢之后就很害怕，果不其然就会匹配到那种脑子有包的队友，还拔出萝卜带出泥，一来来几个，和段位严重不匹配，尤其赛季初3.至于英雄平衡问题咱也不是专门研究的，也不敢说啥，反正菜是原罪，不过哪些一直在红方ban位大家心里有数,11,0
24229497,想你,1618393712,华为荣耀20S,30522,4,卧槽我才玩了这么点时间？,0,0
24229092,庆幸.,1618392576,红米 K40 Pro,110485,5,玩了好几年了，没什么说的，希望越来越好吧,1,0
24228786,浊酒,1618391630,华为 nova 6 SE,120001,4,单纯秀一下时长。,0,0
24228641,玫琳凯,1618391138,Vivo NEX,73,3,运营真的差就是圈钱,0,0
24228569,666,1618390838,OPPO A83,0,1,坐等腾讯182亿。,0,0
24228542,。,1618390786,华为nova 7 5G,16559,3,当时从高一开始玩的，当时身边的同学都玩这游戏，然后为了合群，有共同聊天话题，我也开始玩这个游戏，结果一发不可收拾，为了好看的皮肤，就不停的充钱，完全忘了自己原来的本心。说实话，我不介意新人玩家玩这个游戏。因为这个游戏对新人很不友好，虽然游戏在各种方面对新人进行很多的优待，但是你只要玩这个游戏，ch就想让你花钱花钱，皮肤越出越多，价钱也越来越贵，再后来，就有了关菲菲的锚点理论，以至于后来的皮肤越来越s，虽然现在ch注意到了这一点，但是这个游戏已经变了味，现在已经变成了穿着打扮游戏&ldquo;王者暖暖&rdquo;。特别是段位越高，演员越多，队友越菜，举报也就扣除信誉积分几分，也没有什么实际性的惩罚，更多的时候还是举报不成功。很多人对打游戏输赢太在乎，有些素质不好的玩家就侮辱队友，嘲讽队友，这是一种很不好的游戏现象，但是这个游戏ch却没有将这个问题很好的解决。我从高一玩到现在大一，充了二千多，但我现在对它很失望，这个游戏现在留给我的唯一用处，就是陪伴朋友，最后我希望大家千万不要在游戏里充钱！！！,40,7
24228196,面包,1618389766,Vivo V1936AL,81345,1,。。一般般,0,0
24228161,时间简史,1618389650,小米Mi 10 Pro,28039,4,还好吧,0,0
24227539,User350751538,1618388068,一加手机A5010 5T,0,5,玩这游戏必须要叶师傅附体才行啊~~~~~,0,0
24227104,浮生若梦,1618386949,小米MI 9,120001,4,关走的好哇,0,0
24227030,菜猫,1618386741,,0,2,垃圾腾讯垃圾匹配机制懂?your mother boom,2,0
24226903,李茂学,1618386342,OPPO R15x,0,4,这我觉得这个游戏哪都很好，唯独匹配机制恶心人，我打五把，两把抢位置的，还有两把四个队友都是菜币的，我败方MVP，他们人均评分5.0，还有一把就是队友闹矛盾骂街，然后就明演。官方只知道把皮肤人物啥的弄好看了，匹配机制什么时候弄一下？退游的人大部分应该就是因为匹配机制，就是不给匹配正常的,0,1
24226791,lithromantic,1618386009,华为P40 Pro,0,5,特别好,0,0
24226777,懒虫,1618385949,Vivo Y83,79042,1,nt游戏，一下午给我匹配什么队友，死的次数能少于5吗？,2,0
24226663,芜白。,1618385546,,0,1,辣鸡匹配机制，游戏不是让人快乐的吗？就知道给我安排连跪，我要那一页页的败方mvp有啥用？冲尼玛的钱，拿这些钱给米哈游氪金都比你好,1,0
24226064,手机用户53598183,1618383684,Vivo V2049A,1354,1,蠢得一P的匹配机制,0,0
24225987,阿莹发挥失常,1618383396,华为P30,0,4,王者，我对你又爱又恨。,0,0
24225727,EGOIST,1618382670,华为SEA-AL10,120001,1,拜拜您嘞，真的搞心态,0,0
24225615,墨白,1618382373,,28,3,除了匹配机制不大行其他都还可以,0,0
24225069,玛卡巴卡~,1618380935,Vivo V1962A,2,3,游戏是不错，皮肤有点小贵，有点严重氪金，如果改签一下，连胜机制后比连跪，啊这，照顾一下没钱的宝宝们，不要演员，其他的很好，真的有点氪金，改善一下可能会更好，。,0,0
24224663,空载千里渡空言,1618379861,红米K20 Pro,60542,3,真的好累啊亚美喽,0,0
24224359,汪,1618378971,魅族16th,2111,2,()别的倒还好，就是受不了它越来越胖，太占内存了,0,0
24224043,你的粽哥哥,1618378166,黑鲨游戏手机 2,120001,3,每个人都说农药垃圾游戏，然而每个人都在闲暇时间卸了又下，下了又卸，真香哈哈。（三星给当年开黑的日子）,0,0
24150237,欧米伽桑,1618378081,OPPO A83,12365,1,各位水友别催我了，爷累了！人家艾琳都复刻了但毕竟也长得好看但也没这么香反倒是这王者荣耀把爷的肝给肝累了。卸了玩玩了卸。出了多少英雄削了多少技能又加强了多少技能。反正这也太麻烦了，搞得我又去向腾讯游戏客服反馈情况，爷向客服说&ldquo;我今天打匹配赢了三局输了十局，排位赛赢了十局输了二十局。我恼了！你们天美用脚做游戏都臭了，你们的良心呢啊！坑我了！你们气死我呀！我！从未有见过如此厚颜无耻之人！&rdquo;结果游戏客服的结果是:&ldquo;非常对不起，先生。我们确实在游戏平衡性能上有一些不足，但我们游戏的制作组每天都辛辛苦苦修改各个英雄的技能！希望请您谅解。先生，非常抱歉！&rdquo;呀，这游戏客服的感情太人机了。不行，不行。太欠缺了！可到了大白天我才玩了本命亚瑟，刚才上分还挺好的。结果打排位遇上了两个猪队友(也就是演员)。其他队友就就那两个未成年人，玩的时候两个未成年人口吐脏话，不，口吐芬芳。听的我脑子像唐僧念紧箍咒念听的我头疼。然后呢我开了喇叭回复了两个未成年人:&ldquo;你们这些家伙你们父母怎么教你们的，啊！糊涂了！我今天光明正大地教你们做人！&rdquo;然后两个未成年人骂了一句&ldquo;我***妈个**去**吧你！&rdquo;的脏话骂死我，听的我脑子里面乱哄哄的。哼！可恶！剩余的猪队友不听指挥，不讲武德，反而乱作一团，别担心，我拼命忍住情绪，冷静地完成一局。但，完犊子了！输了。哎呀妈呀！我心态崩了啊！不玩了！不玩了！这王者荣耀分明是MOBA手游，而且是真me邪乎的心态调节器！太me坑爹了！！最后我再跟王者荣耀说一声再见！永远不碰王者荣耀！然后送天美各位一首打油诗祝天美工作室赶紧走人（其实我不想让天美做这一些氪金程度严重也不太平衡的手游，以免把腾讯带坏了节奏。希望腾讯以后耗子喂汁）开头一时好机会，新手准备打排位。今日亚瑟好上分，结果时机白浪费。全是天美惹的祸，害我十年不得玩。最后祝各位水友上分顺利！奥利给！！！！,46,12
24223841,白酒,1618377627,Blackshark SHARK KSR-A0,120001,5,玩了五年 看你们评论说碰见的队友坑还抢位置 我是想说 玩王者不是为了泡妞那么请你卸载游戏,0,0
24223808,User121855468,1618377541,SM-W2014 W2014,0,5,太难了。,0,0
24223510,笑～,1618376759,,55323,3,游戏挺好的，队友是真不行,0,0
24223440,雷姆,1618376600,荣耀30 ,31573,1,说真的一分都不想给这个游戏的ELO机制真的就是一坨屎恶心的一批把把shab对友不知道怎么想的真是垃圾游戏,4,0
24223303,麦迪,1618376299,红米K20 Pro,0,3,和队友开黑是这个游戏的一大乐趣，一定要有一个稳定的车队,0,0
24222782,mango,1618374950,,3324,5,就有没有大神带带我的,0,0
24222630,Js丶L,1618374687,小米MI 8,0,4,説实在的，我从S1就开始玩了，Q区，微信区都有玩，直到现在多少年了？也可以説是我的青春吧，当初和朋友，同事，家人一起玩，有开心也有生气，游戏是不错的，就是游戏的匹配机制有问题，为什么就不能完善一下呢？还是说这才是鹅厂的真实的刺激玩家氪金的手段？如果是的话，那这吃相未免也太恶心了，如果不是那为什么一开游戏连续两三局都队友心态不好，随便选的英雄？这也就算了，为什么一晚上都是这种，你告诉我，是我太久没充钱了？还是我就只能适合输？我之前就有过对鹅厂失望了，然后两年多没碰鹅厂的游戏了，后面朋友又叫我玩王者，磨了我好久，估计也有点怀念青春的意思吧，我也是下回来了，但是我还是看不到什麽改变，玩了一个赛季了我也是看透了，就这样吧！中途也卸载过好多次，但是都有下回来，可是这次卸了就真的没有下次了！,1,0
24222628,,1618374570,红米K20 Pro,120001,5,王者荣耀是真的好玩！都给我上号[doge],0,0
24221966,User123107959,1618372704,Android,0,4,为什么这里面我找不到单机模式了？,0,0
24221889,A 煜宝宝呀,1618372282,Nubia NX651J,0,1,你能把举报系统做好点我就谢谢你了，辅助不出辅助装一直送，这都举报不了,0,0
24221654,孬娃,1618371161,小米MI 8,57144,1,笑死，新赛季根本没赢过,0,0
20918770,桜ya,1618370117,联想Z5s,61543,4,一群双标怪，评价嘟嘟游戏又low又不堪，游戏时长增长的比谁都快，我个觉得这个游戏并没有不好，皮肤圈钱，人家皮肤做的的确不错，又不是逼着你买自己感觉花的值就好了，而且人家王者哪次大版本更新不醒目优化UI，还有就是英雄削弱增强之类的问题，之前赛季的确有过无脑后羿伽罗在峡谷乱杀的局势，那时候也的确被那几个英雄ex到了，但是你也不能全盘否定个别英雄的削弱问题，个别英雄过于强势，对对手来说的确很不公平，也别说什么操作上限高那个英雄就该强的一批，这不是一回事,4,4
24221122,食人鱼,1618369152,OPPO R15中国版,5416,5,最近真的迷上这款游戏了 和朋友一起玩 真的好好玩,0,1
24221098,追忆,1618369079,华为JER-TN10,0,3,三星,0,0
24221071,无所谓,1618368989,乐1S,0,4,玩了好多年的游戏了   删了下  下了删    玩起来一样感觉不变  喜欢这个游戏   很多回忆,0,0
24220768,为你收心^,1618367645,华为荣耀20S,0,1,太氪金了,0,0
24219701,江湖老神医←_←,1618362329,华为P20 Pro,0,1,游戏还行，沙口人太多,0,0
24219689,阿言,1618362243,,19753,4,很好玩的游戏，因为男朋友入手的，也买了很多皮肤，手感还可以。,0,0
24219652,稻草＆JFY,1618361935,iPhone 6s,0,4,完了一段时间 断断续续 人多的时候还是可以 开黑不错,0,0
24219609,珏,1618361632,,39239,2,啊这,0,0
24219591,star,1618361551,,6642,5,这个游戏玩了上千把了每次都是删了重下，因为真的很有&ldquo;意思&rdquo;啊,0,0
24219386,小熊最重要,1618359984,一加手机5T,0,5,从英雄战迹时期开服第一天玩到最近，我来说几句吧，艾琳重做回归，我本身不是很排斥这一点，毕竟可以吸收一些人回来玩，或者说吸收新鲜血液，但是女武神这个皮肤，我是真的觉得可以留给我们这一批老玩家专有。毕竟重做出场，无非就是想多点活跃人数，以及后续出新皮肤，说句不好听的，英雄战迹时期，角色少，只有3v3，每局能3分钟匹配到，不管是人还是人机吧都算好的了，结果到现在，成就是从改名为王者开始算，两个蔷薇皮肤放出来，艾琳放出来，女武神放出来，说到底就是老玩家一个东西都没有，也不要和我说女武神要蔷薇之心，很长时间才能获取，这是对老玩家的补偿。别来这套，能获取了就已经不叫给老玩家的补偿了。 其次就是，皮肤出的比谁都勤快，质量却越来越差。举个例子，年限越来越多，品质却越来越差，不要说什么出来再优化，一个未完成品就上架，等首周过了再重新优化，这和骗钱其实也没啥区别了吧。 作为一个老玩家，我是真心希望能越来越好，而不是又像以前的枪神纪一样给天美搞垮了，醒醒吧，别光顾着圈钱了，你能做到让玩家主动真心的去消费不好吗?,0,0
24218950,云辞,1618356785,OPPO A32中国版,0,2,我呢玩了没多久主要我说说尤其是更新了之后老是连跪你永远也不知道队友在干嘛我有一次我玩那个安琪拉杀了3个人头全是我我自己杀得就三个人队友一直在哪送我说了他们不听我很无奈啊一直输不管是排位还是匹配队友永远都在送,0,0
24218832,AiL,1618355910,小米 Redmi 9,0,5,特别喜欢玩，我觉得这款游戏主要是5v5更有意思,0,0
24218573,手机用户15365846,1618353670,小米MIX 2,2493,1,游戏火了 玩的人多了 什么样的人都有。自己那么努力，队友恶意送人头+语言嘲讽。最后只能不了了事。总结一点，惩罚制度太轻了，恶意玩家逍遥法外，举报奖励没有，导致很多玩家根本就不知道怎样举报。希望做游戏的人你能用点心，让游戏环境好些。现在只能用四字形容！乌 烟 瘴 气！,1,0
21957942,绛河,1618349726,小米Mi 10T,89451,5,五年玩家已经半退坑。啥都齐也没必要天天上线了。想起来就上线玩一俩把。通常都是赛季初第一、二天上王者，赛季末再打上荣耀。其实我觉得所谓的匹配机制还好反正不是我带飞就是队友带飞。打着打着时间也过得挺快。除了周年庆皮肤已经勾不起上线欲望。不过天鹅改很好好看搞得一直在玩小乔quq忘记补充。真没啥。厉害的你50星以下随便飞随便打。为什么老匹配到素质差又菜的人？其实上去也匹配不到了吧。王者又不是素质检测机筛选人口，你想咋搞嘛。王者冲钱顶多几万相比其他游戏不是少很多？我省也有好几个上过70星也不是啥百星别来杠喔。王者成型多久了，就算lol开服，流失玩家也不会很多-.-。艾琳改了像外服的，这游戏越改越像外服。没有国服那味，公频广告没改善过。对于皮肤的心态是爱买不买，只要不当韭菜就不会被割。还有点踩真没意思，有异议就说。,3,4
24218052,Limbang rain,1618348435,,57879,1,匹配机制跟鬼一样,0,0
24217795,白玖长,1618346135,华为 荣耀X10,101044,3,三星，不能再多了，什么(o;样的队友基本都有，惩罚力度真的太轻了，扣个四五六分有啥用昂，一天就打回来了，还不如直接扣10+,0,0
24217144,コナン,1618341177,小米Mi 11,15980,1,希望匹配让我被杀穿，不是让四个单边脑子队友来恶心我,0,0
24217055,User123209759,1618340545,华为P10 Plus,0,4,合成和飘移，之前有玩过类似的游戏，还好，这款的飘移比较简单一些,0,0
24216884,User122977049,1618339562,A51 OPPO A51,0,1,太差了,0,0
24193283,神秘人,1618339105,小米 Redmi K30S,0,5,游戏不错的，公平竞争，充钱只是有皮肤，还是要靠实力才能赢,0,0
24216028,User119572254,1618335245,华为 荣耀X10,0,1,1星如果你一直玩一个人物的话哪怕你是国服第一 你的胜率也是在50左右 不会低也不会高 因为这是安排好的 你玩一局游戏胜利和失败也是安排好的,0,0
24215979,温水,1618335005,小米MI 8,120001,5,秀，玩了5把，10次打人8次卡还有2次在卡的路上。一开始我觉得是我的网问题但是为什么打小兵，打野，走路都没问题？是，我的问题吗tx？噢是tx啊，那没事了，是我的问题，你没问题。,0,0
24215865,...,1618334493,小米MI 8,45832,2,礼貌二星吧首先就是我个人觉得的问题 秒人这种真的有意思么？刺客秒ad ad也能秒刺客中路就更不用说了 玩家真的能在秒人得时候获得快感么 你秒我一下 我秒你一下 你家的英雄血量是摆设么 类似于百里 一枪中了半管血 两枪送你回家 再不济空一个 给你个大一a送你回家 游戏平衡问题是不是真的该解决一下 韩信 李白秒人可以没啥意见 确实血量是摆设人家也有该有的技术 你一无脑猴真的是摆出来恶心人的吧真的建议您家学学英雄联盟吧该学的不学 不该学的都抄回来了,4,2
24215731,手机用户51296550,1618333934,荣耀20 青春版,114993,1,不建议玩，匹配机制很low,0,0
24215702,User122688601,1618333809,OPPO A33 OPPO A33,0,5,这不是编辑器吗?你们的评论跟这个软件不匹配啊。,0,0
24215487,User123167161,1618332934,Android,0,5,这个东西有点东西,0,0
24215340,一只小小虫,1618332338,魅族16th Plus,61997,1,460牛逼,0,0
24215300,Altria Pendrago,1618332185,小米Redmi K40,30132,3,这游戏得咋玩呢上一会儿分  累了就去打打别的比如 300 平安京啥的玩累了再回来上分就重新充满了乐趣不能一直玩一直玩容易裂开,0,0
23176815,喧哗至上,1618331460,华为Honor Magic 2,54482,1,已经弃坑了，玩久了没什么意思了，这尼玛***王者草ni妈的，给我匹配的啥尼玛队友，我踏马一个铂金，还特么三连跪，尼玛的ch***吧，***,1,0
24214935,俞,1618330875,华为HONOR View20,18090,5,自从gff走了以后皮肤越来越好了，非常期待以后的皮肤,0,0
24214838,Meltryllis,1618330524,魅族16T,15587,1,可能是我不适合王者吧，ad多半没有辅助帮忙对线这一说，这可能是和王者快节奏有关，基本没有对线期，也就代表着ad没人权，辅助全图跑，和辅助一起的时间没和打野时间多，打野快的经济经验高的离谱，你还只有两三级，对面打野就四级来抓了，甚至还带了个辅助过来，三包一，ad可以不用玩了，王者伤害数值我是真看不懂，平衡可以说是所有moba游戏里最差的，就连辅助出一身辅助装都能打出爆炸伤害，前期稍微劣势就是被对面一套带走，很少有操作空间，爱操作的都去玩肉憨憨，至少你还有时间放个闪现什么的，玩脆皮经济差了落单就是找死，也就真正热爱这游戏的才会觉得好玩了。,1,1
9768945,愛している,1618329576,华为P40 Pro,54987,3,少点坑比更好,1,0
24214489,|▍旧梦已逝,1618329351,荣耀 V30,62982,1,太多坑了，举报还没用,0,0
24214247,北极星,1618328605,小米Redmi K30 Pro,0,5,s3赛季就开始玩了，老玩家了我，希望王者越来越好,0,0
24213754,Crush.,1618327031,OPPO PDKM00,17777,4,不得不说这个游戏里面人物都很精致，而且皮肤都很美。游戏也在不断地优化，特效也做的越来越好。这个游戏又比你的手速，你的操作，也会比你的脑力，要思考做出相应的战略，也很激动人心！！！不氪金也能拿到很多皮肤，良心推荐。,0,0
24213467,爱吃菠萝的毒蘑菇,1618325989,华为 Mate 30 5G,0,3,醉了啊，自从玩了这游戏，吃饭睡觉都在想王者,0,0
24213365,徒手敬岁月,1618325668,华为 nova7 SE,0,4,这款游戏带给我的回忆太多了。丽，玲，珍，雪，惠，蕾，怡，若，娥，微，晴，碧，兰，怡，敏，笛，娇，婷，你们都还好吗？我想你了,0,0
24213354,SAO、联盟の毁灭は,1618325634,华为 荣耀X10,51763,3,还行,0,0
24213343,米莱狄,1618325576,,45642,1,我就想问问，为什么我的队友和别人的队友差那么多？一半一半也还好吧，每把都这样，我怎么玩？,0,0
24213240,七彩糖果控,1618325224,OPPO A8,0,5,Noce,0,0
21541211,keosi,1618325034,华为GLK-AL00,16073,1,都不用说什么了,0,0
24213092,你的样子,1618324716,Vivo Y83A,0,4,一款很不错的游戏，承认肯定有利有弊，不过只要控制好自己，就是有利的，有时候和朋友一起关系不好因为玩这个关系立马就好起来，真的挺奇妙的。,0,0
24213056,安妮,1618324599,,46125,1,s23赛季一上来，我直接好家伙，LOL手游什么时候出来，我受不了了,0,0
24212974,御币岛昴,1618324320,,0,1,辣鸡游戏还有三排恶意掉分的   我tm一个单排玩家老是匹配到两个双排的 祝你早日飞,0,0
24212910,手机用户23041732,1618324084,华为P40,0,1,这是人玩游戏还是游戏玩人,0,0
24212494,余生,1618322656,红米K20 Pro,110987,5,好玩 不错 建议能排点好的队友,0,0
24212354,简单,1618322026,Vivo V1962A,0,3,这我觉得这个游戏哪都很好，唯独匹配机制恶心人，我打五把，两把抢位置的，还有两把四个队友都是菜币的，我败方MVP，他们人均评分5.0，还有一把就是队友闹矛盾骂街，然后就明演。官方只知道把皮肤人物啥的弄好看了，匹配机制什么时候弄一下？退游的人大部分应该就是因为匹配机制，就是不给匹配正常的队友。就很离谱,0,0
24212316,阳光倾落,1618321847,Vivo V2031EA,56777,1,匹配机制是什么几把，猪队友太多了,1,0
24212308,竹攸,1618321824,Vivo IQOO Neo3,77833,1,越来越有页游拿味了，各种弹窗各种充值诱导，现在被原神和那些单机游戏根本不习惯弹窗看见就恶心。还有有的过场动画根本不能跳过虽然只有一次但是账号多了要卡好多遍也够恶心的。,0,4
24212290,小哥哥,1618321761,Vivo V1829A,0,5,这是我玩的最时间长的游戏了，我比较喜欢，只要一有空就会玩，值得推荐,0,0
24212086,758,1618321034,Android,0,5,怎么预约体验服啊？,0,0
24212079,留步惜芳菲,1618321004,一加手机KB2000,60184,5,999长长久久,0,0
24212024,陆知白,1618320784,Vivo V1934A,26830,1,能解释一下韩信一二技能为什么会在玩家没有调过的情况下互换位置吗？,0,0
24211970,.,1618320623,Vivo V1932A,10058,5,对于我来说还是太难了,0,0
