id,author,updated_time,device,spent,stars,contents,ups,downs
23670485,唱小星星的小太阳,1614860205,华为EBG-AN00,118,1,皮肤加属性实在是恶心，竞技游戏就应该公平。,0,0
23670230,nieehwj,1614859014,,120001,2,玩了这么久 没氪多少 但是翻来翻去都没有继续冲皮肤的想法 可能是池子浅（这次的6元露娜二技能青花瓷纹粗看好像人脑...）,0,0
23670116,沧笙,1614858382,华为JER-AN20,0,5,很不错呀,0,0
23670057,User120756537,1614857990,,0,1,不为别的，只为水军垃圾tx国产之耻阻碍中，国游戏发展的垃圾公司,3,0
23669942,醉篁渊,1614857339,小米Redmi K30i 5G,120001,3,打的有点累了，有时间再社交吧。,0,0
23669799,Q喵酱~,1614856563,OPPO R9s,42,1,不想多说什么，本来王者开服抄了许多游戏，也不想多说什么，但是为什么我每玩哪个游戏你就抄那个游戏?露娜那皮肤你敢说没抄崩坏?能不能有点创新?王者一百零五左右的英雄里面就找不出几个原创的。这么喜欢抄被怼的只有四星几也是情有可原。劝你好自为之，重新做人吧，化腾。,12,3
23669637,哈？？？？？,1614855611,,19429,1,现在出的皮肤都不如原皮了，太失望了,0,0
23669627,dark♂魏♂deep♂国,1614855524,红米K20 Pro,18309,1,从15年到现在，我要不是为了发小和妹妹，今后就不碰这玩意儿了，改打DOTA2走职业了。我一直在怨言说为什么要出一些违反IMBA常识的角色？（MOBA是腾讯提出来的一个概念，故此处不会提MOBA这个词）你出石墨烯也好，出盾山也罢，你偏偏要画蛇添足地弄一个混子角色在里面，导致现在的匹配越来越差，我一个6k场的，打个征召碰到一个几百场的，点开一看全nm是混子熟练度第一，不好好练多面能力就一个辅助7、8级其他全无的，纯属的坑。我上不上王者无所谓，你TM天梯纵容这种人存在，还阴阳怪气，你让我玩这样的局，我玩个锤子？我多少败方MVP就是被这种人害的，不得house的家伙为啥能在游戏圈里胡作非为？全世界的老玩家们，联合起来！打倒mg！,0,0
23669584,陌辞,1614855272,华为P9 Plus,14432,4,一星给回忆，一星给朋友，一星给我现在的段位，说真的，我玩王者的时间真的不算太多，也就2，300天，从青铜上了王者，本应该很高兴 但是自从改了地图，后面所有的问题一个接一个来，匹配机制很多人都在提，到底最后也是没改，有的时候连跪七场气哭了，对面拿个瑶就挂在头上不会刷盾都赢了。好像我还是铂金的时候，没有投降水晶自己爆了，心都凉了。皮肤出的越来越勤，bug也不优化，每个新出的英雄都是版本之子，貂蝉二技能bug服了,0,0
23669562,.,1614855179,OPPO A7x中国版,3817,4,还不错,0,0
23669534,杜爱梅,1614854970,华为荣耀9X,0,3,这个游戏只要找到了感觉，和朋友一起玩是挺刺激的，但是如果自己一个人玩的话并且匹配到一些不怎么会玩的队友，就会让你人非常懊恼，甚至影响这个人当天的心情，所以适度评价，别嘲讽,0,0
23669515,子淳,1614854869,iPhone 11,0,1,lj游戏，输赢完全不看技术的lj游戏,0,0
23669257,travaler,1614853575,华为GLK-AL00,4022,4,很喜欢玩这个游戏,0,0
17809730,剥蒜菌,1614853533,,21857,2,作为一个性格内向人的社交游戏，还算可以吧。当几个朋友聚在一起的时候才会打开耍几把，平时没有什么兴趣。玩家年龄段分布的不均，游戏受众的多面性都使得游戏在体验不算好，游戏氛围十分差劲。作为社交软件姑且算是一款好的社交APP，但是作为一个游戏实在算不上太好的游戏。,1,0
23669245,阿白,1614853507,VIVO IQOO Z1,0,2,新赛季和新皮肤都不是很满意，还有举报系统做的不是很好,0,0
23669146,祝福之音,1614853040,华为Honor 10,120001,1,上个赛季48颗星，新赛季气不过，花了一个星期不到打上王者，之后就再没玩了，刚下回来，直接到星耀2了，马上星耀三中间就赢过一局，真的。,1,0
23669141,王Archer｀闪闪,1614853027,黑鲨游戏手机,59910,1,看到露娜皮肤，我TM直呼好活，坚持能抄绝不做是吧？不愧大厂啊～,1,0
23669018,我偷偷打,1614852407,小米Redmi K30 Pro,12481,1,真的服了，这举报系统，一杠十的射手我举报故意送人头居然不成功，还有这个提交客服反馈，只要点进去了就绝对无法退出来，一直都会留在那个客服反馈的页面里，真的捞,3,0
23668898,请让我拿11个证,1614851769,OPPO Reno标准版,0,1,参团率百分之三输出百分之五的百里守约举报不成功？我闪退不到一分钟MVP扣了六分？请问能把这个脑瘫举报机制改成人类用的可以吗？帮男朋友上个分给爷整脑溢血了。能把恶意选英雄加上吗？仨射手吵架一份不扣就算了，掉分的是可怜的补位的我！,1,0
23668883,独家~记忆,1614851699,华为荣耀20Pro,0,1,基本所有段位都一样，没有什么意义,1,0
23668882,小马界大混子,1614851698,OPPO Reno2,26943,1,网络忽高忽低是怎么回事，手机信号很好开了甚至买了加速器，但你这网络53-76-120-460-52就是忽高忽低，改善网络咋给我改善卡了，以前地铁玩儿高峰都没这样，wifi状态下倒是一点事没有，干将就不说了，诸葛都暗升了？前期经济人头起飞，后期诸葛起来炸裂啊，都不敢开团了咋后期就给诸葛呗，还不后期，只要中路诸葛领先一个头，经济这种东西就停不下来，别的法师远程都低位移，就那么几个别例外，伤害高，位移高，盾高，主要还是网络问题，,20,4
23668674,路人戊,1614850609,华为 Mate 30 5G,0,1,打不过就限流，懂的都懂,0,0
23668624,补刀少年i,1614850323,华为EBG-AN00,120001,2,匹配机制最近是怎么了吗？连续好几天给我匹配一堆玩法师的，怎么的，真就凉凉了匹配不到其他人了吗？第一次因为重开给我禁赛那么久，淦,0,0
23668481,jeep,1614849543,华为GLK-AL00,92866,5,请问元歌怎么出装，我是新手,0,0
23668437,中二病少年,1614849328,Vivo IQOO Neo3,1386,1,游戏已废,0,1
23668404,豆腐渣,1614849198,诺基亚X5,144,5,好玩,1,0
23668004,美貌可达鸭,1614847336,iPhone X,0,3,玩了挺长时间,0,0
23667898,彳.,1614846868,,0,3,玩了很长时间，也是很喜欢的游戏，但匹配机制我有点不解，这都没什么，主要是&ldquo;素质玩家&rdquo;真的很多，越来越不能忍受了。,1,0
15522961,腾讯的话果然就没胃口了,1614846643,Vivo V1923A,22787,1,那有什么技术可言，单纯的基础招式1234，一刀就能打死的要技术吗，所谓的反打也只不过是技能组好了再刷一套而已，这个游戏我一个十年MOBA玩家完全看不出运营点在哪里。,2,0
23667799,对白,1614846347,华为P30,97950,1,打输了，给你个一星来解解气,1,0
23667686,If  drink，If  s,1614845790,Vivo IQOO Neo3,120001,5,玩了好长时间了一直坚持还能玩,1,0
23667661,松鼠家的小花猫,1614845637,Vivo V1955A,18055,4,玩法还是可以的，就是匹配机制还是需要改进，这么多年，在他身上有欢有喜。,0,0
23667430,养我.,1614844501,华为SEA-AL00,16899,4,玩了好几年了，感觉很好玩，特效都挺好，就是氪金有点大,0,0
23667382,人活着就是为了茹嘉耶.,1614844267,OPPO K5,40292,3,多少也氪了点，其他都还好，就是锚点让人不开心,0,0
23667238,@2573.1,1614843622,OPPO A3中国版,0,4,这款游戏是我玩得最久的一款游戏了，超级赞，主玩法师和辅助，皮肤好看死了。,0,0
23666951,You fool,1614842096,,12714,1,挺无语的，匹配机制就不多说了，举报机制也是垃圾的一批，碰见个不会玩的辅助（或者别的位置）强行带节奏，死了几次就说你送人头，最后对面推塔人家就在泉水里晃动，举报还不成功，人家举报你就成功，无语子，还有最最最无语的就是禁言，以前禁言起码开局的时候能交流，现在哪都不让你说话，队友问我话我没办法回答，我寻思我就公屏和大兄弟们发发语音聊聊天，啪一下子就给我禁言一天，我反馈给人工，人工你的怎么得出来的数据？怎么就能告诉我高频率无意义的话了？那公屏上找代练找cp一直可劲在那发，一发就是一天，那就可以？,7,4
23666944,白夜行,1614842077,荣耀30 ,0,4,不懂为什么有辣么多人骂，玩起来挺好的，也就有些人很坑，不看重段位和朋友一起玩还是很快乐的,0,0
23666915,张钧博,1614841942,OPPO R17,76853,1,没五个人别打游戏&rarr;_&rarr;,0,0
23666813,手机用户58492415,1614841311,,0,1,农批4000+完事了,0,0
23666724,军师,1614840808,Vivo V1916A,22196,5,凑个字数,0,0
23666656,DangD.,1614840511,Vivo V2031A,5813,1,垃圾游戏受不了了，抢了位置乱送，送完骂人，举报还没用实在玩不下去了,0,0
23575850,木木流山奇,1614837435,华为Nova 4,13917,1,个个都是演员，王者红标比一个新手还差，太菜也怪别人，每个都说带飞，结果连爬都难，最重要是黑幕！顺风推塔10次有9次一定卡，无缘无故就460！而且试过很多次了，只要刚充值，前2场基本都是99%稳赢。timi腾讯缺钱也缺心眼吗？5年了！唯一的进步就是在皮肤和坑钱上却对是领头羊！挂机送头辱骂玩家投诉绝对没事，MVP还会中举报送人头成功？真怀疑工作人员智力基本都是胎教，强！加油！继续沦陷下去，很快王者就会走入历史！妈的，全部都要来乱玩，你他们的什么机制！你们真的很垃圾知道吗！每次只会配废物给我！不想给人玩就说，除了收钱一点屁用都没有！提早关了啦，***的！,0,1
23665431,夜雨,1614834322,Vivo IQOO Neo3,104908,1,六星好评(o^^o),0,0
23665272,失落的圣诞,1614833305,小米Mi 10,120001,3,我只想看看我有多少青春毁在了这上面,1,0
23664574,林简,1614829136,华为畅享9 Plus,76259,5,黄刀姜子牙来演我，我举报没成功。而我没挂机反而被玩举报挂机成功,0,0
23664543,无敌,1614828977,华为Mate 10 Pro,0,1,不好玩,0,1
23664328,飘呼呼,1614827790,华为Nova 4,72597,3,搞不懂排位机制，匹配到三个常用都是辅助的什么鬼,0,0
17036156,述而拾遺,1614827080,,41073,3,2020.7.12用传统元素的话，龙坑可以考虑下屏风，像御座&hellip;2021.3.4被匹配机制和举报核查效果恶心到了&hellip;！,0,0
23664169,焚·（花.顾雨）,1614826921,华为BAH3-W59,9073,5,好游戏,2,1
23664157,User41435777,1614826856,华为nova 7 5G,32155,1,最近这个匹配机制是越来越恶心了，到处都是搞人心态的队友,1,1
23663909,圈圈,1614825539,Vivo NEX S,1214,2,没啥意思，一个星期上王者，被针对二局，然后被举报，直接扣了十二分。卸载。可坑逼一堆。,0,0
23663895,薛洋,1614825454,Vivo V1936A,120001,2,现在的皮肤越来越没以前的好了,0,0
23663886,沐辰,1614825386,Vivo V2012A,0,2,咱们先不说皮肤的问题，关什么样所有人也知道，迟早下岗，但匹配机制我是真的恶心，星耀排位，队友几乎一整局都在挂机，举报他挂机才扣了4分，我疑惑到家了，还有演员问题，送人头真的恶心，明目张胆的送，队友拿个李元芳，我就把射手位让给他了，结果打团他直接往人堆里走，都不回头一次，打出1-12的超鬼战绩，那一个人头还是他抢的我的头，我出去直接举报他送人头不参团，结果啥分都没扣，做个人？,0,0
23663736,手机用户103428346,1614824623,华为Honor Note10,0,1,我就想说一句，又菜又没皮肤的人就不配玩这个游戏！又不能给运营商送钱，也不能给送钱的玩家带来游戏体验，运营商还不封他们，他们是你们爹？,1,0
23663623,手机用户57311052,1614823989,小米Redmi K30,0,1,锚点真好,0,1
23663582,榆慕沁青,1614823720,OPPO PDKT00,278,3,游戏挺好的，但还是有些不足的，希望可以更好的改进，不要不要一直专注于皮肤开发多做做玩法的开发,0,0
23663467,夏语,1614822861,,0,2,笑了，每次队友搞事情，你说几句，队友反手一波举报，还成了，干的漂亮，偶尔玩几次就这么搞事情？那拜拜你嘞，祝你们客服早日把普通玩家都弄走，可惜了我冲的钱，赏你了。,0,0
23663228,AxA,1614820947,一加手机6,65067,1,嘶&hellip;&hellip;我特么遇到BUG了，移动摇杆和技能***同时拖动会导致键位卡住，只会不受控制的移动，无法放出技能，恶性BUG，打排位已经遇到两次了，赶紧修复！,1,0
23663219,浪子一个＆强,1614820877,华为荣耀8X,87301,5,小遛给个满星,0,0
23663167,Shine （光芒,1614820456,魅族16s Pro,0,5,太牛了，每天和朋友们玩两把，放松心情，就是有时候小学生太多,0,0
23662955,拜科然,1614818387,华为Nova 4,0,4,好玩,0,0
23662924,YCF＇后知,1614818010,华为 nova7 SE,0,3,游戏整体来说还算不错，但是匹配的队友真的不想说，跟人机一样，举报机制有待提高，,0,0
23662733,秋风时刻,1614815539,OPPO A9中国版,18980,1,贵物游戏缝合怪，发病队友遍地跑。&uarr;&darr;天美,0,0
23662674,宋北苼,1614814433,OPPO A9中国版,551,2,很长时间不玩，昨天刚上线就卡了一个bug，貂蝉2技能无大招3秒CD，我们天美真是太棒辣，果然天美还是适合当裁缝。最后祝zbj早日4000+,0,0
23662507,User111527168,1614808990,华为Mate 20 Pro,0,1,垃圾游戏，天天elo,0,0
22063924,阳阳的提线木偶,1614808470,华为 nova 7 Pro 5G,59637,1,要不是现在一堆垃圾换皮手游，也不会有那么多人天天经受这个游戏的煎熬，那些不玩电脑的人只能靠这个来耗时间，什么机制不机制的就不说了懂得都懂，kda打高一点下一把马上给你六分钟上高地，什么队友演不演啥的就更不用说了，懂得都懂，打打五排还好跟朋友上分，双排三排就算了，省省吧，这把六分钟上对面高地，下吧七分钟被上高地，每天就像傀儡一样赢赢输输，星星纯属靠时间堆上去，皮肤什么的也不多说了，不如隔壁平安京，吃相难看，希望手游有一个可以替代他的游戏，好让我们不要继续受煎熬。,0,0
23662497,万俟埃,1614808254,华为 nova 6,96296,3,做不出来好看优质的皮肤不妨多搞搞返厂，挺多当时错过还没反过的皮肤都馋好久了。老兰皮肤真的再优化下吧，除了回城，局内特效和花花没啥区别。然后，匹配机制能不能好好搞搞？上一局负战绩的下一局匹配几个差不多战绩的菜鸡互啄多好。,0,0
23662395,半招,1614804777,,0,4,玩了挺长时间的，也遇到很多有趣的人，也有许多遗憾，现在还是打算弃游了并不是这个游戏素质差，也不是因为连体mu狗瑶让我恶心，更不是因为别人1/11我举报不成功，只是因为这个四打五的游戏让我觉得恶心,0,0
23662312,哀艳的痛快,1614801795,华为HONOR 20,43710,1,关狒狒什么时候离职什么时候修改打分。不想再看见青蓝色皮肤了不想再看见青蓝色古风皮肤了不想再看看青蓝色古风云纹皮肤了不想再看见转圈动作了审美疲劳懂吗？安？懂吗？？？？原皮ctrl c   ctrl v +修改色相=288锚点+换衣服+特效换颜色=888锚点+换衣服+特效换颜色+转圈回城=1688不锚点认不出英雄是nm什么逻辑，我寻思，梦琪改成熊猫也没有人认不出来这是梦琪吧？？？？,47,4
23662168,02,1614798479,华为 nova 6 5G,36407,1,弟弟荣耀,0,0
23662073,她自月中来,1614796869,,0,1,确确实实是个阴间游戏 什么牛马队友都有 乌鱼子,0,0
23661810,.,1614792918,Realme X7 Pro,11949,4,就队友挺***的，系统让你赢你就输不了,0,0
23661807,汤圆粑粑,1614792860,OPPO PEGM00,2651,5,好不没精神扭扭捏捏呢没就是你你你你你,0,0
23661781,james_,1614792576,Vivo V1938A,0,3,王者玩了近四年，血压一直没降下来过。一天的心情不管有多好从匹配一把猪队友开始，越打越气，越气越打，迟早把我送走,1,0
23661741,笙,1614792150,小米Mi 10,0,1,好家伙，匹配和举报机制像是育碧的处理器，充钱机制搞得郑不戳,1,1
23661651,轻飘飘的千纸,1614791311,华为麦芒8,60635,5,低分都是讨论些什么什么队友巨菜对面巨吊，队友素质差呀什么什么举报又不成功什么什么的，其实吧，游戏就这样，讲究一个概率，你会遇到拉胯差劲的人，别人也会，人多了什么都会遇到，没必要太计较了。王者荣耀这游戏吧，就娱乐娱乐，找找好朋友开开黑快乐就完事了，也不会有那么多问题，别把游戏太当回事了。,3,1
23661596,过于生草,1614790927,,557,1,害疼迅还有啥好说的,0,0
23661524,泗少,1614790415,华为P20 Pro,56375,2,不解决挂机，演员问题终究上不了台面，扣分禁巅峰有个P用。还不如扣一分直接禁游戏一小时，两分禁4小时，三分禁12小时，四分禁1天,0,0
23661498,阿川,1614790224,vivo Z3,66318,3,小学生太多，皮肤总有锚点，那些骗钱的，骗号的在大厅到处都是，希望举报了之后进行小时间段封号或长时间禁言，希望王者以后能根据游戏内交流进行判断队友到底是不是演员，有的演员已经明明白白说出来了可是举报还是不成功，每次被坑了被演了都气的想砸手机，现在我有三个号，两个王者号和一个铂金号，铂金号已经贵九了，为什么不玩铂金的贵九号要去另开小号玩呢，主要是大号不容易连胜，容易被匹配机制安排还有两个小时时间限制，但是王者现在精准禁言也挺好的，能屏蔽那些出口成脏的玩家且还能看见发的信号，最多三星了，举报不成功的时候还蛮生气的，所以要扣你两星,3,1
23661305,面壁计划的一部分,1614788768,华为EBG-AN10,37857,1,这elo机制属实沾点,0,0
23661235,恻.,1614788374,OPPO A32中国版,19967,2,我玩你蚂，阴间匹配机制，连胜之后必有连跪,0,0
23661171,李商隐。,1614788007,小米Mi 10,0,5,王者不错,0,0
23661160,几遇,1614787971,华为Mate 10,66730,4,"壹.hahaha,我不过度说了，因为我王者有时限所以很认真在玩每一盘游戏，但是吧，我又又又又又又宣布退游一段时间了，因为我要去完成更加伟大的事情（说的我都信了），反正我还未成年以后给我玩的时间还多的吧...贰.我就不过多的去评价了，大家喜欢就好叁.建议大家生气的时候别玩游戏~（提一些微不足道的建议）肆.祝我考上吧~再见了王者荣耀",3,0
23660968,你管这叫昵称？,1614786903,华为 Mate 30 5G,10993,1,总之就是非常离谱,0,1
23660850,User319734167,1614786285,,0,1,不听取玩家意见，英雄越来越不平衡，再你个见,0,0
13712060,凤青,1614785726,小米MIX 2,120001,1,才发现我居然还没有评论，什么时候关狒狒滚了什么时候再改五星,0,0
23660722,( ω ),1614785667,,48392,1,注销了，不见,0,0
23660580,Torres.,1614785003,华为P40,14978,4,我觉得还行。反正排位演员就算是MVP的我也能举报成功。这个举报机制完善挺多挺好的。皮肤希望能多用心，不要搞先卖后改这套。,0,0
18347912,江东小霸王,1614783297,华为 Nova 5i Pro,0,1,能不能赛季结算的时候让我自己选择掉到哪去？比如我赛季结束星耀，正常会掉到钻石4.5的样子，但我想回到黄金就应该可以选择依然1分。什么时候改成赛季结算由玩家自己选择结算段位？你游新人还挺多呗？嘈妮们玛德，1分都不值，演员就是不扣分这游戏尽情演排位，放心吧，官方的儿子们不敢管,1,0
23660108,User22595945,1614782784,小米Redmi K30 Pro,0,1,"没什么好说的,浪费了我四年",0,0
23660053,繁华呀,1614782599,小米 Redmi K30S,51019,1,王者今天真的恶心到我了，昨天四把巅峰输三赢一，输的一把mvp一把银牌，今天四把巅峰全输，三把都是尽力局，其中还是一把mvp，最后一把我就离谱了，没心态我就选个钟馗，当然我没心态可不是去送，还是正常玩，就是不看阵容瞎选，我钩一个他们就没杀死过，而且我为了控制他们一直站在原地放大，就被对面集火，最后0-12，就一次我把对面孙策控塔下，队友硬是除了法师没人打伤害，我就被对面法师秒了，这射手就点我，我就nm怒了，自己打成什么样，没看见我为了控人就nm瞎点，我就说点nm呢，没看见点nm呢，反正最后依旧输，评分倒一，我还觉得挺高就离谱，反正这个射手也没好到哪去，2-10，然后把我举报成功了，卖我卖的一包带劲，我支援钩一次他们跑一次，所以刚刚把王者删了，感觉以后王者就是荣耀满大街了，有时间就能上，反正我是从22掉了20不敢打，去巅峰，硬是从1500掉到1400。如有想杠我的说这不是你菜么，容我说一句，我拿今天一把巅峰举例子，我东皇前期反野跟火舞拿下双杀，前期打的好好的，后期硬是火舞5-1，其他人都是0-4 0-2 1-2，跟我说吸刘备，后期刘备一个二技能进来，被我吸了，他们位移跑了？合着让我吸刘备是卖我啊,0,0
23660030,帅锅,1614782513,vivo Y93,85302,3,最近不知道怎么回事，巅峰赛一直连跪(╬￣皿￣)凸,0,0
23659972,难渡,1614782271,华为CDY-TN00,0,5,这个游戏很有趣很好玩还可以锻炼我们的反应能力和预判能力,1,0
23659802,墩墩白肥萌,1614781406,OPPO Reno4 Pro中国版,9707,4,玩了四五年了，其中有沉迷得不可自拔的阶段，有一群朋友天天开黑，也有因为王者和现实朋友聚会的时候，五个人一起边吃小龙虾喝酒一边开黑，甚至还带着儿子去现场看过kpl的比赛。王者这游戏，我觉得很特别，其实你一分钱不花也可以得到足够的快感，或许有一段时间你一点也不想碰它，但是当你玩别的游戏玩腻了，再来玩王者，依然会觉得它很有意思。这个游戏我觉得不到五分的评分，对它是不公平的，我愿意给它八分，至少到目前为止，我还没有觉得哪个手游能够比它更耐玩。,5,0
23659705,嬡傑一生シ,1614781008,Vivo X20,0,1,呵呵，差颗星回星耀 ，连输三把 ， 这队友绝了,0,0
23659611,Zero,1614780528,,0,3,前男友把我带入坑的 持续玩了两百来天 这个赛季运气也太差了叭！！！我上个王者老是掉下来，都打了十几把晋级赛了，气死了！！！匹配的队友跟一样，打个团，各打各的，赛季第一个月上的八 拿孙膑大乔上的也是这个赛季开始玩孙膑大乔的（不要骂我菜）。然后现在直接连跪掉到星耀 之后就一直王者星耀来回走。一直是单排辅助和法师位。反正只要我玩辅助输了队友都会怪我。我才十几岁我承受不了这打击啊啊啊啊。连跪这段时间我卸载过。可惜不忍心游戏里的朋友，又下回来了,0,0
13473947,陨落,1614780416,小米Redmi 5 Plus,50534,3,怎么说呢？这款游戏陪伴了我真的很长时间。所以过来评一下分。一星给的是王者，一星给的是情怀，一星给的是陪伴了我这么多的日日夜夜。时代在发展，王者也在发展，即使他这个发展不是我们所想的那样，但是我和他继续坚持下去，继续热爱这款游戏。,1,0
23659439,霸道且蛮种r,1614779657,OPPO PDYM20,0,1,lj游戏，游戏体验都没有，还狂掉帧，上局还好好的，***，优化一下网络，ok?,0,0
23659271,默语,1614778837,,95860,1,游戏体验极差,0,0
23659264,yull,1614778819,OPPO PEGM00,0,5,越来越好,0,0
23659107,DaTu,1614778055,OPPO R9sk,0,3,好玩的就是排位系统有些不好,0,0
18831757,E先生,1614777503,,23740,1,匹配机制，举报反馈，英雄平衡调整，网络问题，战力区的位置，战力上榜的分段&hellip;等一些很影响游玩体验的大问题，从未有任何给玩家很好的体验，举个例子：1.在玩排位和巅峰赛中，玩家的备战，我选三个法师进巅峰赛，那好家伙四个法师常用位置，都不想让位置都不认为的队友很稳，互相演戏。2.之前举报反馈还有详细说明，你所举报的详细原由，现在直接删了？咋有人举报详细说明马你了？你好脆弱麽？所以就删了？举报了就和没举报一样，第二天看邮件没一点惩罚或者措施？你干脆别弄举报系统呗，和做了个没做有差麽？3.这英雄的平衡，有些英雄和你有仇麽？这么喜欢削削削的？你喜欢吃苹果你就自己多买点你随意削，别尼马的对一个英雄削到冷门到出场率能到20%麽？你干脆不如不出行不行？无脑射手不怎么削，就喜欢削看的花里胡哨的，削到纯输出也一样刮痧的麽？你是喜欢指甲刀就多买点。4.这网络问题是我？还是你？好家伙我5g网络都会卡？显示的是34m，那好家伙打个人，瞬间204m，144m&hellip;我是不是得去你家门口才能带得动？5.战力区的位置太假了吧，什么乱七八糟网上传来传去的，改位置上战力榜，我改个你家门口行不行？这战力位置就不能在打开游戏的时候，需求打开位置定位麽？地区偏的肯定有，地区市中心的上不去榜就改，你说脑子岂不是有问题，这种恶心玩家的还不修改？6.战力上榜就离谱，好家伙一个3000多的修改位置在一个偏僻的地区，那家伙直接市50？打个排位优越的那叫一个恶心，能不能改下战力分段的？从15年到现在真的越做越不行，皮肤越来越多，漏洞越来越多，真就把玩家当一个赚钱的工具，但凡有个脑子的也不会让自己身上臭，那你这好家伙恨不得多赚点，臭不臭的无所谓一样&hellip;,8,4
23658581,少时白月,1614775393,华为Honor V10,30506,5,就皮肤出的有点垃圾，但买不买皮肤对游戏影响不大,0,0
23658569,带土,1614775346,Vivo Y66i A,0,3,总体来说还行，就是过度氪金，队友还都很菜,1,0
23658475,坠落桃花中,1614774852,OPPO A9中国版,67040,1,真的垃圾，巅峰赛队友拿姜子牙直接跟我抢对抗不出学识，一直在演，不参团抢人头，射手被对面辅助两个打爆，我走对抗他蹭经济都起不来，四个队友骂他四个禁言，自己抢人头拿了败方MVP举报不成功，相反我们被演扣了八分禁言720小时，一个月，真的对这游戏特别失望，王者不缺我一个玩家，我也不缺这一款游戏,5,1
23658358,彭于晏,1614774250,Vivo V1901K,7107,1,上了生活的贼船，就做快乐的海盗,0,0
23658259,奶嘴瓶里泡枸杞,1614773730,,0,3,这个游戏还是不错的 但是就是时间长  而且不能开局就买东西 不然回被别人说成不会玩啥的   总体来说还是挺好的,0,0
23658194,灯明.,1614773348,OPPO A5,10921,4,挺不错的，下载有一年了吧，我是又菜又爱玩，有时候排位连败哈哈哈太难了,1,0
23658069,暖兮,1614772730,vivo Z3,0,5,王者荣耀没得说的，很舒服，手机少了，没时间玩端游，王者荣耀就不一样了，一步手机，休息时候就能玩，该忙时候也能来得及,0,0
23658065,。。,1614772713,小米Mi 10,0,3,搞不懂有什么好玩的,0,0
23657836,75级咸鱼法师橘猫,1614771404,华为Mate 20 Pro,0,1,巅峰赛玩家素质真的有待提高，逆风局像没打过一样，动不动就队里阴阳怪气然后不停点投降，插嘴还容易引火上身，已卸。没意思。,1,0
20946878,乱花迷人眼,1614770616,华为 Mate 30 Pro 5G,41951,1,这游戏乐一乐就好，没必要当真，以前排位都是很认真玩的，现在绿牌英雄随便拿，反正这游戏没人当真自己何必当真，举报永远不成功，策划想钱想疯了了，一个过年出了十几个限定在商店，新限定还能有大几十天可以买，就很牛，以卸载，这垃圾谁爱玩谁玩，冲了一千多就当喂狗,5,0
23657628,Windy Letter,1614770196,华为 荣耀Play 4T Pro,28662,2,因为锚点冲的我理解，我也冲。但因为特么连跪了或者遇到牛马队友或举报没成功就来冲的就离谱。王者的举报机制，首先这个人骂你的话是需要骂挺多句的，而且基本都很脏，一些人用谐音骂也会被查出来，但阴阳怪气就不一定了。演员的话不就是你们队友不守家或者瞎出装吗，不守家这个问题建议你多打排位，瞎出装反正我是举报一个成功一个。最后，玩瑶的不配评价这个游戏,59,40
23657433,手机用户83053058,1614769104,OPPO A9中国版,120001,4,也6666,0,0
23657361,。,1614768771,Realme V3 5G,9289,5,不戳,0,0
23657059,神之一手,1614767267,华为畅享10 Plus,0,4,奕星啥时候出新皮肤？,0,0
23657021,控情,1614767067,华为 nova 7 Pro 5G,0,4,还好吧,0,0
